id,Expected
0_15_0,52.28585673838905
0_15_1,65.504802759378
0_15_2,39.390651828989704
0_15_3,43.47297784392965
0_15_4,44.121578973987624
0_15_5,49.605803748155495
0_15_6,43.96638416899017
0_15_7,62.49402384565917
0_15_8,61.13701482068736
0_15_9,33.07016913591974
0_15_10,51.3313889134364
0_15_11,66.4743140425715
0_15_12,62.66963203564998
0_15_13,59.917707881803324
0_15_14,35.89342797517143
0_15_15,60.89572994609769
0_15_16,51.383854677603146
0_15_17,60.89839453491845
0_15_18,67.3200281164609
0_15_19,65.78157236816841
0_15_20,65.18606857133624
0_15_21,64.60025038456301
0_15_22,63.94187903316374
0_15_23,45.42589591170119
0_15_24,64.07338819221685
0_15_25,65.51329917250314
0_15_26,65.35165039407822
0_15_27,64.76865689577762
0_15_28,42.084325604366434
0_15_29,29.94841759947469
0_15_30,24.46548469145269
0_15_31,61.330877522573175
0_15_32,63.948795755520315
0_15_33,62.3587406016179
0_15_34,56.550015335444826
0_15_35,65.32891966232785
0_15_36,34.41994416200116
0_15_37,63.873750300090435
0_15_38,64.75019842723525
0_15_39,63.24964375558442
0_15_40,42.45063163510708
0_15_41,66.67535211727726
0_15_42,65.32644094123215
0_15_43,64.55700902212196
0_15_44,60.61596797490493
0_15_45,48.30414934386097
0_15_46,63.497740934049595
0_15_47,66.79150204937811
0_15_48,62.96131613913812
0_15_49,66.03635643646005
0_15_50,64.77483700316537
0_15_51,62.77470171907536
0_15_52,66.17520709571501
0_15_53,63.90746821208696
0_15_54,64.85834070975827
0_15_55,67.58379054283672
0_15_56,65.54691786678637
0_15_57,23.444173701623676
0_15_58,64.49570062073555
0_15_59,65.01521970255699
0_15_60,67.2647240289018
0_15_61,64.54059239954722
0_15_62,52.53376781752458
0_15_63,60.91486552396527
0_15_64,64.85833759628242
0_15_65,27.24434592372239
0_15_66,56.91839131073949
0_15_67,50.24722673000522
0_15_68,43.209278317632084
0_15_69,33.84631899317292
0_15_70,64.30203395961176
0_15_71,62.45712073140181
0_15_72,28.143409874037776
0_15_73,62.841252399852536
0_15_74,64.00994372963169
0_15_75,34.589191840210795
0_15_76,62.31338550379512
0_15_77,66.55627553041751
0_15_78,43.495396690186695
0_15_79,63.632232070732215
0_15_80,61.50483350570901
0_15_81,64.06224764476639
0_15_82,33.321540279949154
0_15_83,37.5675278063389
0_15_84,65.5202366480088
0_15_85,64.2933704734781
0_15_86,66.31358709053453
0_15_87,65.06560626227663
0_15_88,37.67576443991596
0_15_89,64.76800709576209
0_15_90,37.32237396636836
0_15_91,43.92234092138169
0_15_92,63.334310767211676
0_15_93,62.724787383333755
0_15_94,70.240799926891
0_15_95,66.1181438491632
0_15_96,66.70871940174216
0_15_97,42.73813513878754
0_15_98,63.51998181180979
0_15_99,65.21159448240606
0_15_100,56.19421436784178
0_15_101,64.96529309923062
0_15_102,65.21293442129391
0_15_103,41.60181577611129
0_15_104,65.93440674818581
0_15_105,63.79324252097547
0_15_106,34.63780580766237
0_15_107,59.595385371608906
0_15_108,56.42980468609969
0_15_109,63.661000730327856
0_15_110,64.90834510333553
0_15_111,62.68445958979155
0_15_112,70.0963076252584
0_15_113,67.0091674933108
0_15_114,67.6327032101353
0_15_115,65.33114416767616
0_15_116,68.38338363560565
0_15_117,45.64473170232069
0_15_118,66.29092040343593
0_15_119,55.241906444163845
0_15_120,65.76147376714368
0_15_121,67.79790537789466
0_15_122,70.02586024358612
0_15_123,67.34511262213293
0_15_124,41.08027559467951
0_15_125,68.02583044837735
0_15_126,66.92877662070664
0_15_127,36.447760586330226
0_15_128,61.799443016013974
0_15_129,13.617209303283962
0_15_130,63.268690181823274
0_15_131,52.41543391046507
0_15_132,65.7514065994752
0_15_133,58.71110174776087
0_15_134,53.18627266294304
0_15_135,65.99038719436601
0_15_136,60.82866835357405
0_15_137,61.16970788388753
0_15_138,43.06972136373913
0_15_139,52.498702394261144
0_15_140,65.50075768091784
0_15_141,68.35062292908945
0_15_142,65.7934346936144
0_15_143,57.77647434654309
0_15_144,59.63545819848318
0_15_145,59.165014830305864
0_15_146,64.40050818062944
0_15_147,62.899635055720005
0_15_148,56.15371600208115
0_15_149,69.63403693522089
0_15_150,65.70040674965595
0_15_151,66.7052711353679
0_15_152,67.64503973095016
0_15_153,65.17116236629678
0_15_154,64.79006776956545
0_15_155,64.94114904556002
0_15_156,59.278831354914274
0_15_157,58.98517899844761
0_15_158,34.69347235740335
0_15_159,51.46874132556637
0_15_160,65.92555513988343
0_15_161,70.12894540261667
0_15_162,30.20614141250102
0_15_163,34.04436569860077
0_15_164,64.71674665611236
0_15_165,64.77543823354205
0_15_166,64.81676681247433
0_15_167,48.47848976044732
0_15_168,59.630292627498626
0_15_169,55.10405087720607
0_15_170,45.891641166907036
0_15_171,51.07850340778264
0_15_172,69.68338823443867
0_15_173,67.85057695523508
0_15_174,41.22588706669673
0_15_175,69.56715017884854
0_15_176,63.48885286068316
0_15_177,41.67373013327055
0_15_178,64.06090190958844
0_15_179,40.39543748477105
0_15_180,70.50474272110964
0_15_181,55.967543309102695
0_15_182,50.41081342952126
0_15_183,66.57986001495487
0_15_184,65.6186328179979
0_15_185,38.67693703543297
0_15_186,32.763444127566025
0_15_187,68.69306232946485
0_15_188,56.51215848538041
0_15_189,62.338874304138834
0_15_190,51.150226334587586
0_15_191,63.450020248506824
0_15_192,66.85553521100788
0_15_193,63.236027461736306
0_15_194,65.57915391120879
0_15_195,37.64150780694136
0_15_196,55.969081658725344
0_15_197,26.063619748456368
0_15_198,49.5806851484429
0_15_199,70.43493340258824
0_15_200,43.60536173917428
0_15_201,65.01841408923201
0_15_202,64.55067954105303
0_15_203,64.70883170875632
0_15_204,43.15587420760576
0_15_205,64.99250608565262
0_15_206,64.96636776869295
0_15_207,68.01883058428648
0_15_208,26.82900636289356
0_15_209,70.79190779946708
0_15_210,53.90865416177948
0_15_211,57.72507483339808
0_15_212,64.74917225125287
0_15_213,63.839399414152986
0_15_214,60.239807338350026
0_15_215,65.29209407846646
0_15_216,69.05063870524064
0_15_217,40.51298337553734
0_15_218,69.5166610610611
0_15_219,32.21312524634277
0_15_220,65.20944862252358
0_15_221,33.11844647342705
0_15_222,30.67023094557279
0_15_223,61.70290050065895
0_15_224,62.550494492171495
0_15_225,65.57389874409836
0_15_226,66.3576385662042
0_15_227,57.787786672689464
0_30_0,52.27930213695019
0_30_1,65.5085490490637
0_30_2,39.38950719742399
0_30_3,43.44475545377447
0_30_4,44.11754848232965
0_30_5,49.33585116420813
0_30_6,43.65858492011972
0_30_7,62.49881751841732
0_30_8,61.13749903267731
0_30_9,33.05025200068346
0_30_10,51.29929152956767
0_30_11,66.48635338433479
0_30_12,62.672247273303554
0_30_13,59.917272608847874
0_30_14,35.83209458043276
0_30_15,60.89568911252624
0_30_16,51.06101253449565
0_30_17,60.896351626289054
0_30_18,67.31115787898152
0_30_19,65.77906989125893
0_30_20,65.18524949804315
0_30_21,64.60017398025734
0_30_22,63.94632871675291
0_30_23,45.32653765876572
0_30_24,64.06632147218072
0_30_25,65.51121862101131
0_30_26,65.35113590047338
0_30_27,64.76804326570284
0_30_28,42.012805734549694
0_30_29,29.946242342636243
0_30_30,24.463123305456524
0_30_31,61.31121047390759
0_30_32,63.92568114051286
0_30_33,62.35846051874129
0_30_34,56.433744965173645
0_30_35,65.32979157659696
0_30_36,34.29166989618599
0_30_37,63.819713708702835
0_30_38,64.7498971890188
0_30_39,63.161637439711306
0_30_40,42.437916790232954
0_30_41,66.67268965866249
0_30_42,65.32601433625591
0_30_43,64.55512706627174
0_30_44,60.615140966319814
0_30_45,47.45151669574293
0_30_46,63.48539752225623
0_30_47,66.79176628591861
0_30_48,62.960477632705704
0_30_49,66.03559230385522
0_30_50,64.77230446096017
0_30_51,62.77227060087289
0_30_52,66.17924497921184
0_30_53,63.908191982941446
0_30_54,64.85833844882202
0_30_55,67.58366938070672
0_30_56,65.54498030485674
0_30_57,23.440821800656632
0_30_58,64.49447850141392
0_30_59,65.0152775315594
0_30_60,67.26724494336429
0_30_61,64.54056852897206
0_30_62,52.531086370685784
0_30_63,60.91615004214625
0_30_64,64.85833541919042
0_30_65,27.202736752800575
0_30_66,56.91783473461546
0_30_67,50.00934195935683
0_30_68,43.1992917780771
0_30_69,33.59651228932827
0_30_70,64.30128347909563
0_30_71,62.45798331605126
0_30_72,27.741818574711782
0_30_73,62.84153466290092
0_30_74,64.00841268557215
0_30_75,34.46503906454533
0_30_76,62.312149910559036
0_30_77,66.55713009216485
0_30_78,43.38204395711244
0_30_79,63.630280595575236
0_30_80,61.432780135829354
0_30_81,64.06100779650693
0_30_82,33.07146281137428
0_30_83,37.49478785432152
0_30_84,65.5191138207857
0_30_85,64.29253358283948
0_30_86,66.31927928653948
0_30_87,65.0608466688236
0_30_88,37.619527780058604
0_30_89,64.76797823523653
0_30_90,37.24827555558527
0_30_91,43.895242860445336
0_30_92,63.33398681117518
0_30_93,62.71443020691362
0_30_94,70.23991782528637
0_30_95,66.11766116459889
0_30_96,66.70832283337455
0_30_97,42.672071542442694
0_30_98,63.51944539831148
0_30_99,65.21056152209468
0_30_100,56.17767221539978
0_30_101,64.94479985449837
0_30_102,65.21149564368383
0_30_103,41.5655996531022
0_30_104,65.93218345062776
0_30_105,63.79282892003743
0_30_106,34.403077276163074
0_30_107,59.59424127849791
0_30_108,56.35854846300322
0_30_109,63.660183080246554
0_30_110,64.90834160935039
0_30_111,62.684097885747185
0_30_112,70.09503478775851
0_30_113,67.00892026541078
0_30_114,67.63040353354549
0_30_115,65.32979490866106
0_30_116,68.38089012804241
0_30_117,45.4648879892933
0_30_118,66.28865683509264
0_30_119,55.178061570414044
0_30_120,65.76052572494599
0_30_121,67.79880161677683
0_30_122,70.02559621203716
0_30_123,67.33652998534838
0_30_124,40.848795801107656
0_30_125,68.02557536179901
0_30_126,66.88818279577195
0_30_127,35.93104843565868
0_30_128,61.799157714666784
0_30_129,13.610216966740472
0_30_130,63.269042154983865
0_30_131,52.22451075716676
0_30_132,65.75098237167349
0_30_133,58.721181586845425
0_30_134,53.21732034861628
0_30_135,65.99060108772409
0_30_136,60.830709639949156
0_30_137,61.17227739208433
0_30_138,42.93039288062525
0_30_139,52.35780390830898
0_30_140,65.49975370091234
0_30_141,68.35043315605297
0_30_142,65.79318196146413
0_30_143,57.49669654344096
0_30_144,59.623593004767436
0_30_145,59.08654381473468
0_30_146,64.40051425161087
0_30_147,62.89721107568745
0_30_148,56.021537520628534
0_30_149,69.63383155533042
0_30_150,65.70028258345731
0_30_151,66.70258264825605
0_30_152,67.64451287463608
0_30_153,65.16925607629696
0_30_154,64.78866400129664
0_30_155,64.94138230050285
0_30_156,59.277548010307015
0_30_157,58.90081496180666
0_30_158,34.65299475547415
0_30_159,51.26851359632293
0_30_160,65.92539452821714
0_30_161,70.13219780541034
0_30_162,30.18102430057435
0_30_163,33.85902029338587
0_30_164,64.71667579053828
0_30_165,64.77530151589997
0_30_166,64.81674616561725
0_30_167,48.24093148966025
0_30_168,59.62861217824058
0_30_169,54.9363365957669
0_30_170,45.813931462502495
0_30_171,51.07446861405144
0_30_172,69.68265511656423
0_30_173,67.85043953338594
0_30_174,41.03322195797236
0_30_175,69.56682432346082
0_30_176,63.48745631309497
0_30_177,41.490284972483735
0_30_178,64.05758364622518
0_30_179,40.268031159560955
0_30_180,70.50350672565305
0_30_181,55.93861696738851
0_30_182,50.4448295578641
0_30_183,66.57846658514579
0_30_184,65.61805208123174
0_30_185,38.47443119096637
0_30_186,32.70850355059336
0_30_187,68.6927115752076
0_30_188,56.444951736904216
0_30_189,62.334900956546136
0_30_190,50.74339194134341
0_30_191,63.44989029058744
0_30_192,66.8541346964507
0_30_193,63.23521043415606
0_30_194,65.58364595465869
0_30_195,37.46625552348493
0_30_196,55.93759019884807
0_30_197,26.067777392243386
0_30_198,49.277371274120654
0_30_199,70.43466678137362
